1736458893.395820 server started (3409348): version 3.4, socket /tmp/tmux-208764/default, protocol 8
1736458893.395843 on Linux 6.8.0-47-generic #47-Ubuntu SMP PREEMPT_DYNAMIC Fri Sep 27 21:40:26 UTC 2024
1736458893.395850 using libevent 2.1.12-stable poll
1736458893.395853 using ncurses 6.4 20240113
1736458893.397177 yylex_token: command-prompt
1736458893.397179 yylex_token: end at WS
1736458893.397181 yylex_token: -I#S
1736458893.397184 yylex_token: end at WS
1736458893.397187 yylex_token: rename-session
1736458893.397189 yylex_token: end at WS
1736458893.397191 yylex_token: --
1736458893.397193 yylex_token: end at WS
1736458893.397195 yylex_token: %%
1736458893.397199 cmd_parse_build_commands 0:0: bind
1736458893.397201 cmd_parse_build_commands 0:1: -N
1736458893.397204 cmd_parse_build_commands 0:2: Rename current session
1736458893.397206 cmd_parse_build_commands 0:3: $
1736458893.397209 cmd_parse_build_commands 0:4 0:0: command-prompt
1736458893.397211 cmd_parse_build_commands 0:4 0:1: -I#S
1736458893.397214 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1736458893.397217 cmd_parse_build_commands 0:4 0:2 0:1: --
1736458893.397219 cmd_parse_build_commands 0:4 0:2 0:2: %%
1736458893.397222 cmd_parse_build_commands 0:0: command-prompt
1736458893.397224 cmd_parse_build_commands 0:1: -I#S
1736458893.397227 cmd_parse_build_commands 0:2 0:0: rename-session
1736458893.397229 cmd_parse_build_commands 0:2 0:1: --
1736458893.397232 cmd_parse_build_commands 0:2 0:2: %%
1736458893.397235 cmd_parse_build_commands 0:0: rename-session
1736458893.397237 cmd_parse_build_commands 0:1: --
1736458893.397239 cmd_parse_build_commands 0:2: %%
1736458893.397243 args_parse_flags: next --
1736458893.397246 args_parse: flags end at 2 of 3
1736458893.397248 args_parse: 2 = %% (type STRING)
1736458893.397252 cmd_parse_build_commands: rename-session "%%"
1736458893.397255 args_parse_flags: next -I#S
1736458893.397257 args_parse_flag_argument: -I = #S
1736458893.397260 args_parse: flags end at 2 of 3
1736458893.397263 args_parse: 2 = rename-session "%%" (type COMMANDS)
1736458893.397268 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1736458893.397271 args_parse_flags: next -N
1736458893.397273 args_parse_flag_argument: -N = Rename current session
1736458893.397275 args_parse_flags: next $
1736458893.397278 args_parse: flags end at 3 of 5
1736458893.397280 args_parse: 3 = $ (type STRING)
1736458893.397285 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1736458893.397292 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1736458893.397299 cmdq_get_command: [bind-key/0x632616ccb950] group 58
1736458893.397301 cmdq_append <global>: [bind-key/0x632616ccb950]
1736458893.397319 yylex_token: end at WS
1736458893.397321 yylex_token: bind
1736458893.397323 yylex_token: end at WS
1736458893.397326 yylex_token: -N
1736458893.397329 yylex_token: end at WS
1736458893.397331 yylex_token: Split window horizontally
1736458893.397333 yylex_get_word: %
1736458893.397336 yylex_token: end at WS
1736458893.397338 yylex_token: split-window
1736458893.397341 yylex_token: end at WS
1736458893.397343 yylex_token: -h
1736458893.397359 cmd_parse_build_commands 0:0: bind
1736458893.397361 cmd_parse_build_commands 0:1: -N
1736458893.397364 cmd_parse_build_commands 0:2: Split window horizontally
1736458893.397366 cmd_parse_build_commands 0:3: %
1736458893.397369 cmd_parse_build_commands 0:4 0:0: split-window
1736458893.397372 cmd_parse_build_commands 0:4 0:1: -h
1736458893.397375 cmd_parse_build_commands 0:0: split-window
1736458893.397377 cmd_parse_build_commands 0:1: -h
1736458893.397381 args_parse_flags: next -h
1736458893.397383 args_parse_flags: -h
1736458893.397386 args_parse: flags end at 2 of 2
1736458893.397390 cmd_parse_build_commands: split-window -h
1736458893.397392 args_parse_flags: next -N
1736458893.397394 args_parse_flag_argument: -N = Split window horizontally
1736458893.397397 args_parse_flags: next %
1736458893.397399 args_parse: flags end at 3 of 5
1736458893.397402 args_parse: 3 = % (type STRING)
1736458893.397405 args_parse: 4 = split-window -h (type COMMANDS)
1736458893.397411 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1736458893.397414 cmdq_get_command: [bind-key/0x632616cc9c30] group 70
1736458893.397417 cmdq_append <global>: [bind-key/0x632616cc9c30]
1736458893.397421 yylex_token: end at WS
1736458893.397423 yylex_token: bind
1736458893.397425 yylex_token: end at WS
1736458893.397427 yylex_token: -N
1736458893.397430 yylex_token: end at WS
1736458893.397432 yylex_token: Kill current window
1736458893.397434 yylex_token: end at WS
1736458893.397437 yylex_token: &
1736458893.397439 yylex_token: end at WS
1736458893.397441 yylex_token: confirm-before
1736458893.397444 yylex_token: end at WS
1736458893.397447 yylex_token: -pkill-window #W? (y/n)
1736458893.397449 yylex_token: end at WS
1736458893.397451 yylex_token: kill-window
1736458893.397455 cmd_parse_build_commands 0:0: bind
1736458893.397457 cmd_parse_build_commands 0:1: -N
1736458893.397460 cmd_parse_build_commands 0:2: Kill current window
1736458893.397462 cmd_parse_build_commands 0:3: &
1736458893.397465 cmd_parse_build_commands 0:4 0:0: confirm-before
1736458893.397467 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1736458893.397470 cmd_parse_build_commands 0:4 0:2: kill-window
1736458893.397473 cmd_parse_build_commands 0:0: confirm-before
1736458893.397476 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1736458893.397478 cmd_parse_build_commands 0:2: kill-window
1736458893.397481 args_parse_flags: next -pkill-window #W? (y/n)
1736458893.397484 args_parse_flag_argument: -p = kill-window #W? (y/n)
1736458893.397486 args_parse_flags: next kill-window
1736458893.397489 args_parse: flags end at 2 of 3
1736458893.397491 args_parse: 2 = kill-window (type STRING)
1736458893.397496 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1736458893.397499 args_parse_flags: next -N
1736458893.397502 args_parse_flag_argument: -N = Kill current window
1736458893.397504 args_parse_flags: next &
1736458893.397507 args_parse: flags end at 3 of 5
1736458893.397509 args_parse: 3 = & (type STRING)
1736458893.397514 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1736458893.397522 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1736458893.397525 cmdq_get_command: [bind-key/0x632616cc9e40] group 78
1736458893.397529 cmdq_append <global>: [bind-key/0x632616cc9e40]
1736458893.397532 yylex_token: end at WS
1736458893.397537 yylex_token: bind
1736458893.397539 yylex_token: end at WS
1736458893.397542 yylex_token: -N
1736458893.397545 yylex_token: end at WS
1736458893.397547 yylex_token: Prompt for window index to select
1736458893.397550 yylex_token: end at WS
1736458893.397552 yylex_token: '
1736458893.397555 yylex_token: end at WS
1736458893.397557 yylex_token: command-prompt
1736458893.397559 yylex_token: end at WS
1736458893.397561 yylex_token: -T
1736458893.397564 yylex_token: end at WS
1736458893.397566 yylex_token: window-target
1736458893.397569 yylex_token: end at WS
1736458893.397571 yylex_token: -pindex
1736458893.397573 yylex_token: end at WS
1736458893.397576 yylex_token: select-window
1736458893.397578 yylex_token: end at WS
1736458893.397580 yylex_token: -t
1736458893.397582 yylex_token: end at WS
1736458893.397584 yylex_token: :%%
1736458893.397588 cmd_parse_build_commands 0:0: bind
1736458893.397590 cmd_parse_build_commands 0:1: -N
1736458893.397647 cmd_parse_build_commands 0:2: Prompt for window index to select
1736458893.397650 cmd_parse_build_commands 0:3: '
1736458893.397653 cmd_parse_build_commands 0:4 0:0: command-prompt
1736458893.397656 cmd_parse_build_commands 0:4 0:1: -T
1736458893.397658 cmd_parse_build_commands 0:4 0:2: window-target
1736458893.397661 cmd_parse_build_commands 0:4 0:3: -pindex
1736458893.397663 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1736458893.397666 cmd_parse_build_commands 0:4 0:4 0:1: -t
1736458893.397668 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1736458893.397672 cmd_parse_build_commands 0:0: command-prompt
1736458893.397674 cmd_parse_build_commands 0:1: -T
1736458893.397677 cmd_parse_build_commands 0:2: window-target
1736458893.397679 cmd_parse_build_commands 0:3: -pindex
1736458893.397681 cmd_parse_build_commands 0:4 0:0: select-window
1736458893.397684 cmd_parse_build_commands 0:4 0:1: -t
1736458893.397686 cmd_parse_build_commands 0:4 0:2: :%%
1736458893.397689 cmd_parse_build_commands 0:0: select-window
1736458893.397692 cmd_parse_build_commands 0:1: -t
1736458893.397694 cmd_parse_build_commands 0:2: :%%
1736458893.397698 args_parse_flags: next -t
1736458893.397700 args_parse_flag_argument: -t = :%%
1736458893.397703 args_parse: flags end at 3 of 3
1736458893.397708 cmd_parse_build_commands: select-window -t ":%%"
1736458893.397711 args_parse_flags: next -T
1736458893.397714 args_parse_flag_argument: -T = window-target
1736458893.397716 args_parse_flags: next -pindex
1736458893.397718 args_parse_flag_argument: -p = index
1736458893.397721 args_parse: flags end at 4 of 5
1736458893.397725 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1736458893.397731 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1736458893.397734 args_parse_flags: next -N
1736458893.397737 args_parse_flag_argument: -N = Prompt for window index to select
1736458893.397739 args_parse_flags: next '
1736458893.397741 args_parse: flags end at 3 of 5
1736458893.397744 args_parse: 3 = ' (type STRING)
1736458893.397750 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1736458893.397759 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1736458893.397765 cmdq_get_command: [bind-key/0x632616ccc5a0] group 86
1736458893.397768 cmdq_append <global>: [bind-key/0x632616ccc5a0]
1736458893.397774 yylex_token: end at WS
1736458893.397777 yylex_token: bind
1736458893.397779 yylex_token: end at WS
1736458893.397781 yylex_token: -N
1736458893.397784 yylex_token: end at WS
1736458893.397787 yylex_token: Switch to previous client
1736458893.397789 yylex_token: end at WS
1736458893.397791 yylex_token: (
1736458893.397794 yylex_token: end at WS
1736458893.397796 yylex_token: switch-client
1736458893.397798 yylex_token: end at WS
1736458893.397800 yylex_token: -p
1736458893.397804 cmd_parse_build_commands 0:0: bind
1736458893.397806 cmd_parse_build_commands 0:1: -N
1736458893.397809 cmd_parse_build_commands 0:2: Switch to previous client
1736458893.397814 cmd_parse_build_commands 0:3: (
1736458893.397817 cmd_parse_build_commands 0:4 0:0: switch-client
1736458893.397820 cmd_parse_build_commands 0:4 0:1: -p
1736458893.397823 cmd_parse_build_commands 0:0: switch-client
1736458893.397825 cmd_parse_build_commands 0:1: -p
1736458893.397829 args_parse_flags: next -p
1736458893.397832 args_parse_flags: -p
1736458893.397834 args_parse: flags end at 2 of 2
1736458893.397837 cmd_parse_build_commands: switch-client -p
1736458893.397840 args_parse_flags: next -N
1736458893.397843 args_parse_flag_argument: -N = Switch to previous client
1736458893.397845 args_parse_flags: next (
1736458893.397848 args_parse: flags end at 3 of 5
1736458893.397850 args_parse: 3 = ( (type STRING)
1736458893.397854 args_parse: 4 = switch-client -p (type COMMANDS)
1736458893.397860 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1736458893.397864 cmdq_get_command: [bind-key/0x632616cccd80] group 98
1736458893.397866 cmdq_append <global>: [bind-key/0x632616cccd80]
1736458893.397869 yylex_token: end at WS
1736458893.397871 yylex_token: bind
1736458893.397873 yylex_token: end at WS
1736458893.397875 yylex_token: -N
1736458893.397878 yylex_token: end at WS
1736458893.397881 yylex_token: Switch to next client
1736458893.397883 yylex_token: end at WS
1736458893.397885 yylex_token: )
1736458893.397888 yylex_token: end at WS
1736458893.397890 yylex_token: switch-client
1736458893.397892 yylex_token: end at WS
1736458893.397894 yylex_token: -n
1736458893.397898 cmd_parse_build_commands 0:0: bind
1736458893.397900 cmd_parse_build_commands 0:1: -N
1736458893.397903 cmd_parse_build_commands 0:2: Switch to next client
1736458893.397912 cmd_parse_build_commands 0:3: )
1736458893.397917 cmd_parse_build_commands 0:4 0:0: switch-client
1736458893.397919 cmd_parse_build_commands 0:4 0:1: -n
1736458893.397922 cmd_parse_build_commands 0:0: switch-client
1736458893.397925 cmd_parse_build_commands 0:1: -n
1736458893.397929 args_parse_flags: next -n
1736458893.397932 args_parse_flags: -n
1736458893.397934 args_parse: flags end at 2 of 2
1736458893.397937 cmd_parse_build_commands: switch-client -n
1736458893.397940 args_parse_flags: next -N
1736458893.397943 args_parse_flag_argument: -N = Switch to next client
1736458893.397945 args_parse_flags: next )
1736458893.397948 args_parse: flags end at 3 of 5
1736458893.397950 args_parse: 3 = ) (type STRING)
1736458893.397953 args_parse: 4 = switch-client -n (type COMMANDS)
1736458893.397960 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1736458893.397963 cmdq_get_command: [bind-key/0x632616cccf90] group 106
1736458893.397966 cmdq_append <global>: [bind-key/0x632616cccf90]
1736458893.397969 yylex_token: end at WS
1736458893.397971 yylex_token: bind
1736458893.397973 yylex_token: end at WS
1736458893.397975 yylex_token: -N
1736458893.397978 yylex_token: end at WS
1736458893.397981 yylex_token: Rename current window
1736458893.397983 yylex_token: end at WS
1736458893.397985 yylex_token: ,
1736458893.397988 yylex_token: end at WS
1736458893.397990 yylex_token: command-prompt
1736458893.397993 yylex_token: end at WS
1736458893.397995 yylex_token: -I#W
1736458893.397997 yylex_token: end at WS
1736458893.398000 yylex_token: rename-window
1736458893.398005 yylex_token: end at WS
1736458893.398007 yylex_token: --
1736458893.398010 yylex_token: end at WS
1736458893.398012 yylex_token: %%
1736458893.398015 cmd_parse_build_commands 0:0: bind
1736458893.398018 cmd_parse_build_commands 0:1: -N
1736458893.398020 cmd_parse_build_commands 0:2: Rename current window
1736458893.398023 cmd_parse_build_commands 0:3: ,
1736458893.398026 cmd_parse_build_commands 0:4 0:0: command-prompt
1736458893.398028 cmd_parse_build_commands 0:4 0:1: -I#W
1736458893.398031 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1736458893.398033 cmd_parse_build_commands 0:4 0:2 0:1: --
1736458893.398036 cmd_parse_build_commands 0:4 0:2 0:2: %%
1736458893.398039 cmd_parse_build_commands 0:0: command-prompt
1736458893.398044 cmd_parse_build_commands 0:1: -I#W
1736458893.398047 cmd_parse_build_commands 0:2 0:0: rename-window
1736458893.398049 cmd_parse_build_commands 0:2 0:1: --
1736458893.398051 cmd_parse_build_commands 0:2 0:2: %%
1736458893.398054 cmd_parse_build_commands 0:0: rename-window
1736458893.398057 cmd_parse_build_commands 0:1: --
1736458893.398059 cmd_parse_build_commands 0:2: %%
1736458893.398063 args_parse_flags: next --
1736458893.398065 args_parse: flags end at 2 of 3
1736458893.398068 args_parse: 2 = %% (type STRING)
1736458893.398071 cmd_parse_build_commands: rename-window "%%"
1736458893.398074 args_parse_flags: next -I#W
1736458893.398077 args_parse_flag_argument: -I = #W
1736458893.398079 args_parse: flags end at 2 of 3
1736458893.398083 args_parse: 2 = rename-window "%%" (type COMMANDS)
1736458893.398088 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1736458893.398091 args_parse_flags: next -N
1736458893.398094 args_parse_flag_argument: -N = Rename current window
1736458893.398096 args_parse_flags: next ,
1736458893.398098 args_parse: flags end at 3 of 5
1736458893.398101 args_parse: 3 = , (type STRING)
1736458893.398106 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1736458893.398113 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1736458893.398118 cmdq_get_command: [bind-key/0x632616ccdb60] group 114
1736458893.398120 cmdq_append <global>: [bind-key/0x632616ccdb60]
1736458893.398123 yylex_token: end at WS
1736458893.398125 yylex_token: bind
1736458893.398128 yylex_token: end at WS
1736458893.398130 yylex_token: -N
1736458893.398133 yylex_token: end at WS
1736458893.398136 yylex_token: Delete the most recent paste buffer
1736458893.398138 yylex_token: end at WS
1736458893.398140 yylex_token: -
1736458893.398143 yylex_token: end at WS
1736458893.398145 yylex_token: delete-buffer
1736458893.398148 cmd_parse_build_commands 0:0: bind
1736458893.398151 cmd_parse_build_commands 0:1: -N
1736458893.398153 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1736458893.398156 cmd_parse_build_commands 0:3: -
1736458893.398159 cmd_parse_build_commands 0:4 0:0: delete-buffer
1736458893.398162 cmd_parse_build_commands 0:0: delete-buffer
1736458893.398165 args_parse: flags end at 1 of 1
1736458893.398168 cmd_parse_build_commands: delete-buffer
1736458893.398170 args_parse_flags: next -N
1736458893.398173 args_parse_flag_argument: -N = Delete the most recent paste buffer
1736458893.398176 args_parse_flags: next -
1736458893.398178 args_parse: flags end at 3 of 5
1736458893.398180 args_parse: 3 = - (type STRING)
1736458893.398183 args_parse: 4 = delete-buffer (type COMMANDS)
1736458893.398189 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1736458893.398192 cmdq_get_command: [bind-key/0x632616cce760] group 126
1736458893.398195 cmdq_append <global>: [bind-key/0x632616cce760]
1736458893.398201 yylex_token: end at WS
1736458893.398203 yylex_token: bind
1736458893.398206 yylex_token: end at WS
1736458893.398208 yylex_token: -N
1736458893.398211 yylex_token: end at WS
1736458893.398213 yylex_token: Move the current window
1736458893.398216 yylex_token: end at WS
1736458893.398218 yylex_token: .
1736458893.398220 yylex_token: end at WS
1736458893.398223 yylex_token: command-prompt
1736458893.398225 yylex_token: end at WS
1736458893.398227 yylex_token: -T
1736458893.398229 yylex_token: end at WS
1736458893.398231 yylex_token: target
1736458893.398234 yylex_token: end at WS
1736458893.398236 yylex_token: move-window
1736458893.398239 yylex_token: end at WS
1736458893.398241 yylex_token: -t
1736458893.398243 yylex_token: end at WS
1736458893.398245 yylex_token: %%
1736458893.398249 cmd_parse_build_commands 0:0: bind
1736458893.398251 cmd_parse_build_commands 0:1: -N
1736458893.398254 cmd_parse_build_commands 0:2: Move the current window
1736458893.398256 cmd_parse_build_commands 0:3: .
1736458893.398259 cmd_parse_build_commands 0:4 0:0: command-prompt
1736458893.398264 cmd_parse_build_commands 0:4 0:1: -T
1736458893.398267 cmd_parse_build_commands 0:4 0:2: target
1736458893.398269 cmd_parse_build_commands 0:4 0:3 0:0: move-window
